"Date","Player_1","Player_2","Winner","Rank_1","Rank_2","Odd_1","Odd_2","Court","Five_Set","Match_Importance","Opponent","Odd_Djo","Odd_Opp","Rank_Djo","Rank_Opp","Win","Odd_Pred","Grass","Clay","Indoor","Hard","Odd_Acc","Opp_Court_Perc","Opp_Set_Perc","H2H_Djo","Pre_Djo","Pre5_Djo","Pre_Opp","Pre5_Opp","Log_Rank_Djo","Log_Rank_Opp"
"2009-11-25","Soderling R.","Djokovic N.","Soderling R.",9,3,3,1.4,"Hard Indoor",0,600,"Soderling R.",1.4,3,3,9,0,1,0,0,1,0,0,69.2307692307692,59.8326359832636,100,1,1,1,0.8,1.09861228866811,2.19722457733622
"2009-11-27","Djokovic N.","Nadal R.","Djokovic N.",3,2,1.4,2.87,"Hard Indoor",0,600,"Nadal R.",1.4,2.87,3,2,1,1,0,0,1,0,1,64.4444444444444,81.4465408805032,37.5,0,0.8,0,0.4,1.09861228866811,0.693147180559945
"2010-01-19","Gimeno-Traver D.","Djokovic N.","Djokovic N.",74,3,15,1.01,"Hard Outdoor",1,90,"Gimeno-Traver D.",1.01,15,3,74,1,1,0,0,0,1,1,0,16.6666666666667,0,1,0.8,0,0,1.09861228866811,4.30406509320417
"2010-01-21","Chiudinelli M.","Djokovic N.","Djokovic N.",58,3,12,1.02,"Hard Outdoor",1,90,"Chiudinelli M.",1.02,12,3,58,1,1,0,0,0,1,1,44.8275862068966,62.5,50,1,0.8,1,0.4,1.09861228866811,4.06044301054642
"2010-01-23","Istomin D.","Djokovic N.","Djokovic N.",103,3,15,1.01,"Hard Outdoor",1,180,"Istomin D.",1.01,15,3,103,1,1,0,0,0,1,1,45,58.3333333333333,50,1,0.8,1,0.6,1.09861228866811,4.63472898822964
"2010-01-25","Kubot L.","Djokovic N.","Djokovic N.",86,3,13,1.01,"Hard Outdoor",1,360,"Kubot L.",1.01,13,3,86,1,1,0,0,0,1,1,53.8461538461538,66.6666666666667,100,1,0.8,1,0.8,1.09861228866811,4.45434729625351
"2010-01-27","Tsonga J.W.","Djokovic N.","Tsonga J.W.",10,3,3,1.4,"Hard Outdoor",1,720,"Tsonga J.W.",1.4,3,3,10,0,1,0,0,0,1,0,72.463768115942,73.6842105263158,40,1,1,1,0.8,1.09861228866811,2.30258509299405
"2010-02-11","Djokovic N.","Chiudinelli M.","Djokovic N.",2,54,1.05,9,"Hard Indoor",0,90,"Chiudinelli M.",1.05,9,2,54,1,1,0,0,1,0,1,42.8571428571429,37.1428571428571,100,0,0.8,1,0.4,0.693147180559945,3.98898404656427
"2010-02-13","Djokovic N.","Youzhny M.","Youzhny M.",2,20,1.14,5,"Hard Indoor",0,300,"Youzhny M.",1.14,5,2,20,0,1,0,0,1,0,0,63.7931034482759,56.0260586319218,50,1,0.8,1,1,0.693147180559945,2.99573227355399
"2010-02-22","Djokovic N.","Garcia-Lopez G.","Djokovic N.",2,47,1.03,11,"Hard Outdoor",0,90,"Garcia-Lopez G.",1.03,11,2,47,1,1,0,0,0,1,1,43.0555555555556,44.8863636363636,100,0,0.6,0,0,0.693147180559945,3.85014760171006
"2010-02-24","Troicki V.","Djokovic N.","Djokovic N.",35,2,7,1.08,"Hard Outdoor",0,90,"Troicki V.",1.08,7,2,35,1,1,0,0,0,1,1,54.1666666666667,51.2820512820513,66.6666666666667,1,0.6,1,0.6,0.693147180559945,3.55534806148941
"2010-02-25","Djokovic N.","Ljubicic I.","Djokovic N.",2,26,1.14,5,"Hard Outdoor",0,180,"Ljubicic I.",1.14,5,2,26,1,1,0,0,0,1,1,62.5698324022346,62.7777777777778,100,1,0.6,1,0.6,0.693147180559945,3.25809653802148
"2010-02-26","Baghdatis M.","Djokovic N.","Djokovic N.",37,2,3.75,1.25,"Hard Outdoor",0,300,"Baghdatis M.",1.25,3.75,2,37,1,1,0,0,0,1,1,60.952380952381,57.7777777777778,100,1,0.8,1,0.8,0.693147180559945,3.61091791264422
"2010-02-28","Djokovic N.","Youzhny M.","Djokovic N.",2,15,1.36,3.25,"Hard Outdoor",0,500,"Youzhny M.",1.36,3.25,2,15,1,1,0,0,0,1,1,57.3170731707317,56.7307692307692,40,1,0.8,1,1,0.693147180559945,2.70805020110221
"2010-03-14","Fish M.","Djokovic N.","Djokovic N.",106,2,5.5,1.12,"Hard Outdoor",0,90,"Fish M.",1.12,5.5,2,106,1,1,0,0,0,1,1,57.0588235294118,56.2015503875969,100,1,1,1,0.6,0.693147180559945,4.66343909411207
"2010-03-15","Djokovic N.","Kohlschreiber P.","Djokovic N.",2,31,1.2,4.33,"Hard Outdoor",0,180,"Kohlschreiber P.",1.2,4.33,2,31,1,1,0,0,0,1,1,54.5454545454545,52.0833333333333,50,1,1,1,0.6,0.693147180559945,3.43398720448515
"2010-03-17","Ljubicic I.","Djokovic N.","Ljubicic I.",26,2,3.5,1.28,"Hard Outdoor",0,180,"Ljubicic I.",1.28,3.5,2,26,0,1,0,0,0,1,0,62.6373626373626,62.8099173553719,100,1,1,1,0.8,0.693147180559945,3.25809653802148
"2010-03-26","Djokovic N.","Rochus O.","Rochus O.",2,59,1.05,9,"Hard Outdoor",0,90,"Rochus O.",1.05,9,2,59,0,1,0,0,0,1,0,47.4137931034483,46.6417910447761,100,0,0.8,1,0.4,0.693147180559945,4.07753744390572
"2010-04-14","Djokovic N.","Serra F.","Djokovic N.",2,67,1.16,4.5,"Clay",0,90,"Serra F.",1.16,4.5,2,67,1,1,0,1,0,0,1,47.5609756097561,46.7455621301775,66.6666666666667,0,0.6,1,0.8,0.693147180559945,4.20469261939097
"2010-04-15","Wawrinka S.","Djokovic N.","Djokovic N.",20,2,3,1.36,"Clay",0,180,"Wawrinka S.",1.36,3,2,20,1,1,0,1,0,0,1,60,54.9707602339181,83.3333333333333,1,0.6,1,1,0.693147180559945,2.99573227355399
"2010-04-16","Djokovic N.","Nalbandian D.","Djokovic N.",2,151,1.4,2.75,"Clay",0,360,"Nalbandian D.",1.4,2.75,2,151,1,1,0,1,0,0,1,70.2702702702703,65.1685393258427,66.6666666666667,1,0.6,1,0.8,0.693147180559945,5.01727983681492
"2010-04-17","Djokovic N.","Verdasco F.","Verdasco F.",2,12,1.4,3,"Clay",0,600,"Verdasco F.",1.4,3,2,12,0,1,0,1,0,0,0,62,57.2847682119205,71.4285714285714,1,0.6,1,0.8,0.693147180559945,2.484906649788
"2010-04-27","Djokovic N.","Chardy J.","Djokovic N.",2,46,1.08,7,"Clay",0,90,"Chardy J.",1.08,7,2,46,1,1,0,1,0,0,1,57.5,50.6666666666667,100,0,0.6,1,0.4,0.693147180559945,3.8286413964891
"2010-04-29","Bellucci T.","Djokovic N.","Djokovic N.",28,2,5,1.14,"Clay",0,180,"Bellucci T.",1.14,5,2,28,1,1,0,1,0,0,1,60.5263157894737,53.125,50,1,0.8,1,0.8,0.693147180559945,3.3322045101752
"2010-04-30","Verdasco F.","Djokovic N.","Verdasco F.",9,2,2.62,1.44,"Clay",0,360,"Verdasco F.",1.44,2.62,2,9,0,1,0,1,0,0,0,63.5220125786163,58.1993569131833,62.5,1,0.8,1,1,0.693147180559945,2.19722457733622
"2010-05-06","Fognini F.","Djokovic N.","Djokovic N.",80,2,11,1.03,"Clay",0,45,"Fognini F.",1.03,11,2,80,1,1,0,1,0,0,1,44.1176470588235,39.1304347826087,100,0,0.6,1,0.2,0.693147180559945,4.38202663467388
"2010-05-24","Korolev E.","Djokovic N.","Djokovic N.",73,3,12,1.02,"Clay",1,90,"Korolev E.",1.02,12,3,73,1,1,0,1,0,0,1,41.8604651162791,35.2941176470588,100,1,0.6,0,0.2,1.09861228866811,4.29045944114839
"2010-05-28","Djokovic N.","Nishikori K.","Djokovic N.",3,246,1.04,10,"Clay",1,90,"Nishikori K.",1.04,10,3,246,1,1,0,1,0,0,1,50,60,50,1,0.8,1,0.2,1.09861228866811,5.50533153593236
"2010-05-29","Hanescu V.","Djokovic N.","Djokovic N.",37,3,6.5,1.1,"Clay",1,180,"Hanescu V.",1.1,6.5,3,37,1,1,0,1,0,0,1,57.2463768115942,52.2727272727273,100,1,0.8,1,0.6,1.09861228866811,3.61091791264422
"2010-05-31","Djokovic N.","Ginepri R.","Djokovic N.",3,98,1.05,9,"Clay",1,360,"Ginepri R.",1.05,9,3,98,1,1,0,1,0,0,1,37.1428571428571,50.8474576271186,100,1,0.8,1,0.6,1.09861228866811,4.58496747867057
"2010-06-02","Melzer J.","Djokovic N.","Melzer J.",27,3,4.5,1.2,"Clay",1,720,"Melzer J.",1.2,4.5,3,27,0,1,0,1,0,0,0,57.2413793103448,53.125,100,1,1,1,0.8,1.09861228866811,3.29583686600433
"2010-06-09","Djokovic N.","Lorenzi P.","Djokovic N.",3,96,1.03,11,"Grass",0,45,"Lorenzi P.",1.03,11,3,96,1,1,1,0,0,0,1,100,20,50,0,0.8,1,0.4,1.09861228866811,4.56434819146784
"2010-06-10","Djokovic N.","Malisse X.","Malisse X.",3,74,1.16,4.5,"Grass",0,45,"Malisse X.",1.16,4.5,3,74,0,1,1,0,0,0,0,59.4594594594595,51.5837104072398,50,1,0.8,1,0.6,1.09861228866811,4.30406509320417
"2010-06-21","Djokovic N.","Rochus O.","Djokovic N.",3,68,1.11,6,"Grass",1,90,"Rochus O.",1.11,6,3,68,1,1,1,0,0,0,1,50.9803921568627,47.6923076923077,50,0,0.6,0,0.4,1.09861228866811,4.21950770517611
"2010-06-23","Dent T.","Djokovic N.","Djokovic N.",97,3,5,1.14,"Grass",1,90,"Dent T.",1.14,5,3,97,1,1,1,0,0,0,1,60.8695652173913,54.5454545454545,50,1,0.6,1,0.4,1.09861228866811,4.57471097850338
"2010-06-25","Montanes A.","Djokovic N.","Djokovic N.",31,3,11,1.03,"Grass",1,180,"Montanes A.",1.03,11,3,31,1,1,1,0,0,0,1,42.8571428571429,35.8490566037736,100,1,0.6,1,0.8,1.09861228866811,3.43398720448515
"2010-06-28","Djokovic N.","Hewitt L.","Djokovic N.",3,26,1.8,1.9,"Grass",1,360,"Hewitt L.",1.8,1.9,3,26,1,1,1,0,0,0,1,83.3333333333333,75.6756756756757,75,1,0.8,1,1,1.09861228866811,3.25809653802148
"2010-06-30","Djokovic N.","Lu Y.H.","Djokovic N.",3,82,1.12,6,"Grass",1,720,"Lu Y.H.",1.12,6,3,82,1,1,1,0,0,0,1,34.7826086956522,36,50,1,0.8,1,0.8,1.09861228866811,4.40671924726425
"2010-07-02","Djokovic N.","Berdych T.","Berdych T.",3,13,1.8,2,"Grass",1,1200,"Berdych T.",1.8,2,3,13,0,1,1,0,0,0,0,72.5,67.5,100,1,1,1,1,1.09861228866811,2.56494935746154
"2010-08-11","Benneteau J.","Djokovic N.","Djokovic N.",33,2,7,1.08,"Hard Outdoor",0,90,"Benneteau J.",1.08,7,2,33,1,1,0,0,0,1,1,40.3846153846154,46.4788732394366,75,0,0.8,1,0.6,0.693147180559945,3.49650756146648
"2010-08-12","Djokovic N.","Hanescu V.","Djokovic N.",2,54,1.16,4.5,"Hard Outdoor",0,180,"Hanescu V.",1.16,4.5,2,54,1,1,0,0,0,1,1,36.2068965517241,48.7046632124352,100,1,0.8,1,0.4,0.693147180559945,3.98898404656427
"2010-08-14","Chardy J.","Djokovic N.","Djokovic N.",72,2,4.33,1.2,"Hard Outdoor",0,360,"Chardy J.",1.2,4.33,2,72,1,1,0,0,0,1,1,51.219512195122,50,100,1,0.8,1,0.8,0.693147180559945,4.27666611901606
"2010-08-15","Djokovic N.","Federer R.","Federer R.",2,3,2.25,1.61,"Hard Outdoor",0,600,"Federer R.",2.25,1.61,2,3,0,0,0,0,0,1,1,85.8520900321543,82.766439909297,36.3636363636364,1,0.8,1,0.8,0.693147180559945,1.09861228866811
"2010-08-18","Djokovic N.","Troicki V.","Djokovic N.",3,47,1.14,5,"Hard Outdoor",0,90,"Troicki V.",1.14,5,3,47,1,1,0,0,0,1,1,51.7857142857143,48.9583333333333,75,0,0.6,1,0.6,1.09861228866811,3.85014760171006
"2010-08-19","Djokovic N.","Nalbandian D.","Djokovic N.",3,37,1.57,2.25,"Hard Outdoor",0,180,"Nalbandian D.",1.57,2.25,3,37,1,1,0,0,0,1,1,64.0522875816993,65.9498207885305,75,1,0.8,1,0.8,1.09861228866811,3.61091791264422
"2010-08-20","Roddick A.","Djokovic N.","Roddick A.",13,3,2.5,1.5,"Hard Outdoor",0,360,"Roddick A.",1.5,2.5,3,13,0,1,0,0,0,1,0,79.9392097264438,78.6026200873362,40,1,0.8,1,0.8,1.09861228866811,2.56494935746154
"2010-08-31","Troicki V.","Djokovic N.","Djokovic N.",47,3,7,1.08,"Hard Outdoor",1,90,"Troicki V.",1.08,7,3,47,1,1,0,0,0,1,1,52.4590163934426,50,80,0,0.6,0,0.6,1.09861228866811,3.85014760171006
"2010-09-03","Petzschner P.","Djokovic N.","Djokovic N.",52,3,6.5,1.1,"Hard Outdoor",1,90,"Petzschner P.",1.1,6.5,3,52,1,1,0,0,0,1,1,40,47.0588235294118,50,1,0.6,1,0.2,1.09861228866811,3.95124371858143
"2010-09-04","Blake J.","Djokovic N.","Djokovic N.",108,3,6.5,1.1,"Hard Outdoor",1,180,"Blake J.",1.1,6.5,3,108,1,1,0,0,0,1,1,67.704280155642,60,50,1,0.8,1,0.6,1.09861228866811,4.68213122712422
"2010-09-06","Fish M.","Djokovic N.","Djokovic N.",21,3,3.5,1.28,"Hard Outdoor",1,360,"Fish M.",1.28,3.5,3,21,1,1,0,0,0,1,1,60,53.3333333333333,100,1,0.8,1,0.8,1.09861228866811,3.04452243772342
"2010-09-08","Djokovic N.","Monfils G.","Djokovic N.",3,19,1.22,4.33,"Hard Outdoor",1,720,"Monfils G.",1.22,4.33,3,19,1,1,0,0,0,1,1,57.7319587628866,68.4210526315789,100,1,0.8,1,0.8,1.09861228866811,2.94443897916644
"2010-09-11","Federer R.","Djokovic N.","Djokovic N.",2,3,1.3,3.5,"Hard Outdoor",1,1200,"Federer R.",3.5,1.3,3,2,1,0,0,0,0,1,0,85.981308411215,87.9166666666667,33.3333333333333,1,1,1,1,1.09861228866811,0.693147180559945
"2010-09-12","Nadal R.","Djokovic N.","Nadal R.",1,3,1.36,3.25,"Hard Outdoor",1,2000,"Nadal R.",3.25,1.36,3,1,0,0,0,0,0,1,1,78.5365853658537,87.8571428571429,41.1764705882353,1,1,1,1,1.09861228866811,0
"2010-10-05","Gong M.X.","Djokovic N.","Djokovic N.",356,2,21,1.005,"Hard Outdoor",0,90,"Gong M.X.",1.005,21,2,356,1,1,0,0,0,1,1,0,0,50,0,0.8,0,0,0.693147180559945,5.87493073085203
"2010-10-08","Djokovic N.","Simon G.","Djokovic N.",2,43,1.2,4.33,"Hard Outdoor",0,180,"Simon G.",1.2,4.33,2,43,1,1,0,0,0,1,1,57.7777777777778,60.7142857142857,80,1,0.8,1,1,0.693147180559945,3.76120011569356
"2010-10-09","Djokovic N.","Isner J.","Djokovic N.",2,22,1.22,4,"Hard Outdoor",0,300,"Isner J.",1.22,4,2,22,1,1,0,0,0,1,1,64.367816091954,60.1851851851852,50,1,0.8,1,0.8,0.693147180559945,3.09104245335832
"2010-10-10","Djokovic N.","Ferrer D.","Djokovic N.",2,11,1.25,4,"Hard Outdoor",0,500,"Ferrer D.",1.25,4,2,11,1,1,0,0,0,1,1,61.0169491525424,62.4365482233503,57.1428571428571,1,0.8,1,0.8,0.693147180559945,2.39789527279837
"2010-10-13","Djokovic N.","Ljubicic I.","Djokovic N.",2,17,1.12,5.5,"Hard Outdoor",0,90,"Ljubicic I.",1.12,5.5,2,17,1,1,0,0,0,1,1,63.2124352331606,62.992125984252,83.3333333333333,1,0.8,1,0.8,0.693147180559945,2.83321334405622
"2010-10-14","Djokovic N.","Gasquet R.","Djokovic N.",2,31,1.14,5,"Hard Outdoor",0,180,"Gasquet R.",1.14,5,2,31,1,1,0,0,0,1,1,59.1666666666667,62.890625,66.6666666666667,1,1,1,0.8,0.693147180559945,3.43398720448515
"2010-10-15","Garcia-Lopez G.","Djokovic N.","Djokovic N.",35,2,8,1.06,"Hard Outdoor",0,360,"Garcia-Lopez G.",1.06,8,2,35,1,1,0,0,0,1,1,46.5116279069767,48.8372093023256,100,1,1,1,0.8,0.693147180559945,3.55534806148941
"2010-10-16","Djokovic N.","Federer R.","Federer R.",2,3,2.2,1.66,"Hard Outdoor",0,600,"Federer R.",2.2,1.66,2,3,0,0,0,0,0,1,1,85.8461538461539,82.8507795100223,38.4615384615385,1,1,1,0.8,0.693147180559945,1.09861228866811
"2010-11-02","Djokovic N.","Gulbis E.","Djokovic N.",3,26,1.11,6,"Hard Indoor",0,90,"Gulbis E.",1.11,6,3,26,1,1,0,0,1,0,1,52.1739130434783,48.1818181818182,66.6666666666667,0,0.8,0,0.2,1.09861228866811,3.25809653802148
"2010-11-04","Nieminen J.","Djokovic N.","Djokovic N.",41,3,4.5,1.16,"Hard Indoor",0,90,"Nieminen J.",1.16,4.5,3,41,1,1,0,0,1,0,1,57.1428571428571,54.5189504373178,66.6666666666667,1,0.8,1,0.6,1.09861228866811,3.71357206670431
"2010-11-05","Haase R.","Djokovic N.","Djokovic N.",66,3,7.5,1.07,"Hard Indoor",0,180,"Haase R.",1.07,7.5,3,66,1,1,0,0,1,0,1,50,46,100,1,0.8,1,0.6,1.09861228866811,4.18965474202643
"2010-11-06","Djokovic N.","Troicki V.","Djokovic N.",3,32,1.2,4.33,"Hard Indoor",0,300,"Troicki V.",1.2,4.33,3,32,1,1,0,0,1,0,1,65.2173913043478,53.0434782608696,83.3333333333333,1,0.8,1,0.8,1.09861228866811,3.46573590279973
"2010-11-07","Federer R.","Djokovic N.","Federer R.",2,3,1.44,2.75,"Hard Indoor",0,500,"Federer R.",2.75,1.44,3,2,0,0,0,0,1,0,1,81.9047619047619,82.9694323144105,35.7142857142857,1,0.8,1,1,1.09861228866811,0.693147180559945
"2010-11-10","Djokovic N.","Monaco J.","Djokovic N.",3,24,1.12,5.5,"Hard Indoor",0,90,"Monaco J.",1.12,5.5,3,24,1,1,0,0,1,0,1,52.1739130434783,60.6425702811245,100,0,0.8,1,0.6,1.09861228866811,3.17805383034795
"2010-11-11","Llodra M.","Djokovic N.","Llodra M.",34,3,5,1.14,"Hard Indoor",0,180,"Llodra M.",1.14,5,3,34,0,1,0,0,1,0,0,57.1428571428571,50.5434782608696,100,1,0.8,1,0.4,1.09861228866811,3.52636052461616
"2010-11-22","Djokovic N.","Berdych T.","Djokovic N.",3,6,1.2,4.5,"Hard Indoor",0,600,"Berdych T.",1.2,4.5,3,6,1,1,0,0,1,0,1,49.0566037735849,58.3969465648855,66.6666666666667,0,0.6,0,0.2,1.09861228866811,1.79175946922805
"2010-11-24","Djokovic N.","Nadal R.","Nadal R.",3,1,1.9,1.9,"Hard Indoor",0,600,"Nadal R.",1.9,1.9,3,1,0,1,0,0,1,0,0,64,81.5718157181572,38.8888888888889,1,0.6,1,0.8,1.09861228866811,0
"2010-11-26","Roddick A.","Djokovic N.","Djokovic N.",8,3,3,1.38,"Hard Indoor",0,600,"Roddick A.",1.38,3,3,8,1,1,0,0,1,0,1,72.7272727272727,77.9661016949153,33.3333333333333,0,0.4,0,0.4,1.09861228866811,2.07944154167984
"2010-11-27","Djokovic N.","Federer R.","Federer R.",3,2,3,1.38,"Hard Indoor",0,1000,"Federer R.",3,1.38,3,2,0,0,0,0,1,0,1,82.3008849557522,83.0472103004292,33.3333333333333,1,0.6,1,0.8,1.09861228866811,0.693147180559945
"2011-01-17","Djokovic N.","Granollers M.","Djokovic N.",3,42,1.01,15,"Hard Outdoor",1,90,"Granollers M.",1.01,15,3,42,1,1,0,0,0,1,1,42.8571428571429,36.8421052631579,50,0,0.4,0,0.4,1.09861228866811,3.73766961828337
"2011-01-19","Djokovic N.","Dodig I.","Djokovic N.",3,81,1.01,15,"Hard Outdoor",1,90,"Dodig I.",1.01,15,3,81,1,1,0,0,0,1,1,50,60,100,1,0.6,1,0.6,1.09861228866811,4.39444915467244
"2011-01-23","Djokovic N.","Almagro N.","Djokovic N.",3,14,1.06,8,"Hard Outdoor",1,360,"Almagro N.",1.06,8,3,14,1,1,0,0,0,1,1,48.6842105263158,56.140350877193,50,1,0.6,1,0.8,1.09861228866811,2.63905732961526
"2011-01-25","Berdych T.","Djokovic N.","Djokovic N.",6,3,3.75,1.28,"Hard Outdoor",1,720,"Berdych T.",1.28,3.75,3,6,1,1,0,0,0,1,1,62.7329192546584,67.816091954023,75,1,0.8,1,0.8,1.09861228866811,1.79175946922805
"2011-01-27","Djokovic N.","Federer R.","Djokovic N.",3,2,2.87,1.4,"Hard Outdoor",1,1200,"Federer R.",2.87,1.4,3,2,1,0,0,0,0,1,0,86.053412462908,87.8048780487805,31.25,1,0.8,1,1,1.09861228866811,0.693147180559945
"2011-01-30","Djokovic N.","Murray A.","Djokovic N.",3,5,1.61,2.4,"Hard Outdoor",1,2000,"Murray A.",1.61,2.4,3,5,1,1,0,0,0,1,1,75.625,74.025974025974,57.1428571428571,1,1,1,1,1.09861228866811,1.6094379124341
"2011-02-22","Llodra M.","Djokovic N.","Djokovic N.",27,3,7.5,1.07,"Hard Outdoor",0,90,"Llodra M.",1.07,7.5,3,27,1,1,0,0,0,1,1,40.4255319148936,51.0416666666667,50,1,1,0,0.6,1.09861228866811,3.29583686600433
"2011-02-23","Lopez F.","Djokovic N.","Djokovic N.",41,3,10,1.04,"Hard Outdoor",0,90,"Lopez F.",1.04,10,3,41,1,1,0,0,0,1,1,50,48.1707317073171,100,1,1,0,0.4,1.09861228866811,3.71357206670431
"2011-02-24","Djokovic N.","Mayer F.","Djokovic N.",3,38,1.04,10,"Hard Outdoor",0,180,"Mayer F.",1.04,10,3,38,1,1,0,0,0,1,1,47.0588235294118,49.1803278688525,50,1,1,1,0.6,1.09861228866811,3.63758615972639
"2011-02-26","Djokovic N.","Federer R.","Djokovic N.",3,2,2.5,1.53,"Hard Outdoor",0,500,"Federer R.",2.5,1.53,3,2,1,0,0,0,0,1,0,85.9649122807018,83.4381551362683,35.2941176470588,1,1,1,0.8,1.09861228866811,0.693147180559945
"2011-03-14","Golubev A.","Djokovic N.","Djokovic N.",39,3,11,1.03,"Hard Outdoor",0,90,"Golubev A.",1.03,11,3,39,1,1,0,0,0,1,1,24,36.8421052631579,50,1,1,1,0.2,1.09861228866811,3.66356164612965
"2011-03-15","Djokovic N.","Gulbis E.","Djokovic N.",3,34,1.06,8,"Hard Outdoor",0,180,"Gulbis E.",1.06,8,3,34,1,1,0,0,0,1,1,50.6849315068493,48.3606557377049,75,1,1,1,0.4,1.09861228866811,3.52636052461616
"2011-03-16","Djokovic N.","Troicki V.","Djokovic N.",3,18,1.08,7,"Hard Outdoor",0,180,"Troicki V.",1.08,7,3,18,1,1,0,0,0,1,1,56.4102564102564,54.6153846153846,85.7142857142857,1,1,1,0.6,1.09861228866811,2.89037175789616
"2011-03-18","Djokovic N.","Gasquet R.","Djokovic N.",3,21,1.07,7.5,"Hard Outdoor",0,360,"Gasquet R.",1.07,7.5,3,21,1,1,0,0,0,1,1,60.2941176470588,63.0434782608696,75,1,1,1,0.8,1.09861228866811,3.04452243772342
"2011-03-19","Federer R.","Djokovic N.","Djokovic N.",2,3,2.25,1.61,"Hard Outdoor",0,600,"Federer R.",1.61,2.25,3,2,1,1,0,0,0,1,1,85.8789625360231,83.402489626556,38.8888888888889,1,1,1,0.8,1.09861228866811,0.693147180559945
"2011-03-20","Djokovic N.","Nadal R.","Djokovic N.",3,1,1.72,2.1,"Hard Outdoor",0,1000,"Nadal R.",1.72,2.1,3,1,1,1,0,0,0,1,1,79.2035398230089,81.6753926701571,36.8421052631579,1,1,1,1,1.09861228866811,0
"2011-03-25","Djokovic N.","Istomin D.","Djokovic N.",2,54,1.03,11,"Hard Outdoor",0,90,"Istomin D.",1.03,11,2,54,1,1,0,0,0,1,1,43.9024390243902,47.2222222222222,100,1,1,1,0.4,0.693147180559945,3.98898404656427
"2011-03-28","Blake J.","Djokovic N.","Djokovic N.",173,2,15,1.01,"Hard Outdoor",0,180,"Blake J.",1.01,15,2,173,1,1,0,0,0,1,1,67.4242424242424,63.7096774193548,100,1,1,1,0.6,0.693147180559945,5.15329159449778
"2011-03-30","Djokovic N.","Troicki V.","Djokovic N.",2,17,1.04,10,"Hard Outdoor",0,180,"Troicki V.",1.04,10,2,17,1,1,0,0,0,1,1,56.7901234567901,54.8872180451128,87.5,1,1,1,0.8,0.693147180559945,2.83321334405622
"2011-03-31","Anderson K.","Djokovic N.","Djokovic N.",40,2,12,1.02,"Hard Outdoor",0,360,"Anderson K.",1.02,12,2,40,1,1,0,0,0,1,1,56.8627450980392,52.3809523809524,0,1,1,1,0.8,0.693147180559945,3.68887945411394
"2011-04-01","Fish M.","Djokovic N.","Djokovic N.",15,2,8,1.07,"Hard Outdoor",0,600,"Fish M.",1.07,8,2,15,1,1,0,0,0,1,1,60.2941176470588,59.9337748344371,100,1,1,1,0.8,0.693147180559945,2.70805020110221
"2011-04-03","Nadal R.","Djokovic N.","Djokovic N.",1,2,1.8,2,"Hard Outdoor",0,1000,"Nadal R.",2,1.8,2,1,1,0,0,0,0,1,0,79.3103448275862,81.701030927835,40,1,1,1,1,0.693147180559945,0
"2011-04-27","Ungur A.","Djokovic N.","Djokovic N.",182,2,15,1.01,"Clay",0,45,"Ungur A.",1.01,15,2,182,1,1,0,1,0,0,1,50,50,50,1,1,1,0.4,0.693147180559945,5.2040066870768
"2011-04-29","Kavcic B.","Djokovic N.","Djokovic N.",85,2,21,1.005,"Clay",0,90,"Kavcic B.",1.005,21,2,85,1,1,0,1,0,0,1,41.6666666666667,42.8571428571429,50,1,1,1,0.6,0.693147180559945,4.44265125649032
"2011-05-01","Lopez F.","Djokovic N.","Djokovic N.",37,2,11,1.04,"Clay",0,250,"Lopez F.",1.04,11,2,37,1,1,0,1,0,0,1,47.2,48.9795918367347,100,1,1,1,0.8,0.693147180559945,3.61091791264422
"2011-05-04","Djokovic N.","Anderson K.","Djokovic N.",2,35,1.02,12,"Clay",0,90,"Anderson K.",1.02,12,2,35,1,1,0,1,0,0,1,35.7142857142857,52.112676056338,50,1,1,1,0.6,0.693147180559945,3.55534806148941
"2011-05-05","Djokovic N.","Garcia-Lopez G.","Djokovic N.",2,29,1.05,9,"Clay",0,180,"Garcia-Lopez G.",1.05,9,2,29,1,1,0,1,0,0,1,46.3414634146341,48.1171548117155,100,1,1,1,0.6,0.693147180559945,3.36729582998647
"2011-05-06","Ferrer D.","Djokovic N.","Djokovic N.",6,2,3.5,1.3,"Clay",0,360,"Ferrer D.",1.3,3.5,2,6,1,1,0,1,0,0,1,67.9841897233202,63.448275862069,62.5,1,1,1,0.8,0.693147180559945,1.79175946922805
"2011-05-07","Bellucci T.","Djokovic N.","Djokovic N.",36,2,7.5,1.08,"Clay",0,600,"Bellucci T.",1.08,7.5,2,36,1,1,0,1,0,0,1,59.7014925373134,51.4285714285714,100,1,1,1,0.8,0.693147180559945,3.58351893845611
"2011-05-08","Djokovic N.","Nadal R.","Djokovic N.",2,1,3.6,1.28,"Clay",0,1000,"Nadal R.",3.6,1.28,2,1,1,0,0,1,0,0,0,92.9906542056075,82.089552238806,42.8571428571429,1,1,1,1,0.693147180559945,0
"2011-05-11","Kubot L.","Djokovic N.","Djokovic N.",141,2,21,1.01,"Clay",0,90,"Kubot L.",1.01,21,2,141,1,1,0,1,0,0,1,41.8604651162791,37.1428571428571,100,1,1,1,0.6,0.693147180559945,4.94875989037817
"2011-05-12","Wawrinka S.","Djokovic N.","Djokovic N.",14,2,9,1.05,"Clay",0,180,"Wawrinka S.",1.05,9,2,14,1,1,0,1,0,0,1,60.8333333333333,56.6820276497696,85.7142857142857,1,1,1,0.4,0.693147180559945,2.63905732961526
